Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Ho-Chi-Minh,Macau,1595.0km,44.095,22.49%,66.97ms,68.88ms,0.61ms,2022-01-07 02:18:45
Ho-Chi-Minh,Hanoi,1139.0km,17.74,32.54%,24.11ms,360.13ms,60.29ms,2022-01-07 02:17:55
Ho-Chi-Minh,Manila,1610.0km,97.99,8.26%,195.85ms,196.12ms,0.60ms,2022-01-07 02:27:51
Ho-Chi-Minh,Tapei,2228.0km,51.765,21.63%,95.59ms,327.15ms,41.53ms,2022-01-07 02:44:02
Ho-Chi-Minh,Dallas,14570.0km,110.105,66.23%,219.06ms,250.85ms,5.72ms,2022-01-07 02:11:39
Ho-Chi-Minh,Houston,14928.0km,106.625,70.08%,212.87ms,217.01ms,0.84ms,2022-01-07 02:19:09
Ho-Chi-Minh,Kuala-Lumpur,1187.0km,107.285,5.28%,191.97ms,212.84ms,3.76ms,2022-01-07 02:27:15
Ho-Chi-Minh,Singapore,1098.0km,31.315,17.71%,37.23ms,411.44ms,81.51ms,2022-01-07 02:42:14
Ho-Chi-Minh,Jakarta,1886.0km,33.695,28.15%,62.02ms,216.25ms,27.65ms,2022-01-07 02:20:59
Ho-Chi-Minh,Sydney,6846.0km,69.835,49.25%,139.56ms,139.86ms,0.21ms,2022-01-07 02:43:40
Ho-Chi-Minh,San-Jose,12650.0km,95.665,66.23%,185.31ms,362.57ms,31.80ms,2022-01-07 02:39:36
Ho-Chi-Minh,Los-Angeles,13139.0km,94.86,69.52%,182.13ms,404.27ms,39.84ms,2022-01-07 02:26:02
Ho-Chi-Minh,Seattle,11925.0km,132.87,45.00%,265.54ms,268.62ms,0.59ms,2022-01-07 02:41:00
Ho-Chi-Minh,Chicago,13982.0km,125.49,55.93%,250.89ms,251.22ms,0.57ms,2022-01-07 02:09:15
Brunei,Washington-DC,15532.0km,121.625,63.92%,242.98ms,243.98ms,0.54ms,2022-01-07 02:48:19
Brunei,Miami,16973.0km,117.905,72.23%,235.66ms,235.95ms,0.29ms,2022-01-07 02:28:53
Brunei,Atlanta,16023.0km,111.25,72.18%,222.25ms,222.66ms,0.65ms,2022-01-07 02:00:56
Brunei,New-York-City,15331.0km,114.25,67.24%,228.24ms,229.62ms,0.68ms,2022-01-07 02:31:43
Brunei,Geneva,10488.0km,121.32,43.34%,242.52ms,242.81ms,0.34ms,2022-01-07 02:15:42
Brunei,Frankfurt,10254.0km,85.24,60.32%,170.37ms,170.65ms,0.52ms,2022-01-07 02:14:55
Brunei,Paris,10725.0km,80.795,66.61%,160.32ms,185.00ms,4.42ms,2022-01-07 02:33:55
Brunei,Madrid,11375.0km,138.965,41.06%,277.74ms,278.19ms,0.09ms,2022-01-07 02:26:52
Brunei,Dusseldorf,10375.0km,88.2,58.95%,176.16ms,177.08ms,0.38ms,2022-01-07 02:13:41
Brunei,Amsterdam,10503.0km,83.655,62.89%,167.09ms,167.68ms,0.44ms,2022-01-07 02:00:22
Brunei,Cairo,8256.0km,114.82,36.05%,228.88ms,234.71ms,1.26ms,2022-01-07 02:07:00
Brunei,Ar-Riyad,6814.0km,138.85490000000001,22.46%,259.46ms,260.44ms,0.68ms,2022-01-07 02:13:18
Brunei,Chennai,2895.0km,17.055,85.15%,33.93ms,34.28ms,0.20ms,2022-01-07 02:08:49
Brunei,Colombo,3856.0km,31.505,75.14%,41.84ms,42.17ms,0.17ms,2022-01-07 02:01:57
Brunei,Bangkok,1423.0km,14.29,50.82%,27.91ms,31.38ms,1.00ms,2022-01-07 02:02:09
Brunei,Ho-Chi-Minh,1098.0km,20.595,26.78%,36.56ms,121.49ms,17.12ms,2022-01-07 02:18:33
Brunei,Lagos,11138.0km,199.96,27.91%,399.49ms,401.95ms,0.65ms,2022-01-07 02:23:36
Brunei,Johannesburg,8655.0km,161.18,26.88%,322.24ms,322.55ms,0.68ms,2022-01-07 02:21:36
Brunei,Cape-Town,9664.0km,170.115,28.42%,339.98ms,342.23ms,0.77ms,2022-01-07 02:07:36
Brunei,Seoul,4675.0km,37.395,63.18%,74.61ms,75.06ms,0.27ms,2022-01-07 02:41:25
Brunei,Dubai,5816.0km,129.865,22.46%,259.46ms,260.44ms,0.68ms,2022-01-07 02:13:18
Brunei,Beijing,4717.0km,182.455,13.07%,346.76ms,348.40ms,0.82ms,2022-01-07 01:49:19
Brunei,Shanghai,3807.0km,180.76,10.55%,361.38ms,361.69ms,0.28ms,2022-01-07 02:41:38
Brunei,London,10843.0km,79.975,68.19%,159.67ms,160.61ms,0.52ms,2022-01-07 02:25:51
Brunei,Wellington,8541.0km,59.105,72.38%,117.59ms,120.19ms,0.59ms,2022-01-07 01:48:31
Brunei,Mountain-View,13673.0km,89.59,82.22%,166.65ms,167.71ms,0.43ms,2022-01-07 02:39:36
Brunei,Mumbai,3897.0km,28.34,69.59%,56.48ms,57.61ms,0.20ms,2022-01-07 02:30:31
Brunei,Rangoon,2343.0km,21.89,50.82%,27.91ms,31.38ms,1.00ms,2022-01-07 02:02:09
Brunei,Hong-Kong,2586.0km,15.725,83.42%,31.17ms,32.52ms,0.33ms,2022-01-07 02:18:43
Brunei,Tokyo,5325.0km,35.435,76.07%,70.65ms,71.21ms,0.18ms,2022-01-07 02:45:41
Brunei,Osaka,4956.0km,38.85,64.36%,77.47ms,78.00ms,0.29ms,2022-01-07 02:32:55
Brunei,Warsaw,9396.0km,90.025,52.20%,179.82ms,180.33ms,0.34ms,2022-01-07 02:48:07
Brunei,Macau,2674.0km,26.165,83.42%,31.17ms,32.52ms,0.33ms,2022-01-07 02:18:43
Brunei,Hanoi,2199.0km,21.655,51.14%,42.97ms,43.94ms,0.30ms,2022-01-07 02:17:55
Brunei,Manila,2395.0km,25.865,46.96%,51.20ms,60.78ms,1.69ms,2022-01-07 02:27:52
Brunei,Tapei,3251.0km,23.755,69.17%,47.41ms,47.60ms,0.29ms,2022-01-07 02:44:04
Brunei,Dallas,15651.0km,103.42,75.98%,206.65ms,206.99ms,0.63ms,2022-01-07 02:11:40
Brunei,Houston,16007.0km,104.9,76.59%,209.54ms,210.97ms,0.30ms,2022-01-07 02:19:10
Brunei,Kuala-Lumpur,475.0km,17.08,25.17%,11.25ms,26.05ms,3.55ms,2022-01-07 02:27:16
Brunei,Singapore,3000km,25.0
Brunei,Jakarta,898.0km,6.46,74.83%,12.61ms,13.65ms,0.32ms,2022-01-07 02:20:58
Brunei,Sydney,6314.0km,46.5,67.89%,92.85ms,93.51ms,0.12ms,2022-01-07 02:43:38
Brunei,San-Jose,13649.0km,83.47,82.22%,166.65ms,167.71ms,0.43ms,2022-01-07 02:39:36
Brunei,Los-Angeles,14129.0km,84.795,83.60%,169.31ms,170.12ms,0.53ms,2022-01-07 02:26:02
Brunei,Seattle,12984.0km,84.655,76.83%,169.20ms,169.48ms,0.34ms,2022-01-07 02:41:01
Brunei,Chicago,15078.0km,113.52,66.42%,226.92ms,227.23ms,0.28ms,2022-01-07 02:09:15
Lagos,Washington-DC,8756.0km,91.965,47.85%,183.32ms,186.42ms,0.73ms,2022-01-07 02:48:17
Lagos,Miami,9054.0km,95.84,47.40%,191.45ms,192.00ms,0.44ms,2022-01-07 02:28:53
Lagos,Atlanta,9402.0km,97.31,48.46%,194.32ms,194.84ms,0.59ms,2022-01-07 02:00:56
Lagos,New-York-City,8445.0km,98.595,42.87%,196.89ms,197.52ms,0.63ms,2022-01-07 02:31:43
Lagos,Geneva,4420.0km,98.8,22.44%,197.26ms,198.74ms,0.56ms,2022-01-07 02:15:44
Lagos,Frankfurt,4873.0km,56.715,43.12%,113.19ms,113.82ms,0.38ms,2022-01-07 02:14:53
Lagos,Paris,4711.0km,50.565,46.64%,100.83ms,102.16ms,0.45ms,2022-01-07 02:33:55
Lagos,Madrid,3832.0km,55.035,34.84%,109.68ms,111.88ms,0.43ms,2022-01-07 02:26:50
Lagos,Dusseldorf,4982.0km,59.29,42.22%,118.34ms,118.87ms,0.49ms,2022-01-07 02:13:41
Lagos,Amsterdam,5092.0km,101.12,25.21%,201.82ms,202.60ms,0.47ms,2022-01-07 02:00:22
Lagos,Cairo,3913.0km,77.08,25.41%,153.23ms,158.67ms,1.14ms,2022-01-07 02:07:02
Lagos,Ar-Riyad,6882.0km,115.1949,27.75%,212.06ms,214.54ms,0.56ms,2022-01-07 02:13:17
Lagos,Chennai,8432.0km,156.175,27.03%,311.99ms,314.92ms,0.98ms,2022-01-07 02:08:49
Lagos,Colombo,8842.0km,121.1,36.84%,220.82ms,224.62ms,0.78ms,2022-01-07 02:01:59
Lagos,Bangkok,10599.0km,130.685,40.61%,260.74ms,266.35ms,1.08ms,2022-01-07 02:02:09
Lagos,Ho-Chi-Minh,11308.0km,136.735,41.42%,273.24ms,273.76ms,0.48ms,2022-01-07 02:18:33
Lagos,Brunei,14138.0km,224.925,27.91%,399.59ms,400.12ms,0.84ms,2022-01-07 02:42:14
Lagos,Johannesburg,4509.0km,45.28,50.10%,90.21ms,90.99ms,0.23ms,2022-01-07 02:21:36
Lagos,Cape-Town,4775.0km,54.165,44.21%,108.10ms,111.52ms,0.74ms,2022-01-07 02:07:36
Lagos,Seoul,12401.0km,217.135,28.57%,434.02ms,434.58ms,0.84ms,2022-01-07 02:41:24
Lagos,Dubai,5884.0km,106.205,27.75%,212.06ms,214.54ms,0.56ms,2022-01-07 02:13:17
Lagos,Beijing,11498.0km,148.74,40.52%,279.26ms,279.73ms,0.69ms,2022-01-07 01:49:19
Lagos,Shanghai,12232.0km,175.105,34.95%,320.43ms,372.88ms,24.80ms,2022-01-07 02:41:39
Lagos,London,5014.0km,48.6,51.69%,96.94ms,97.92ms,0.48ms,2022-01-07 02:25:50
Lagos,Wellington,16061.0km,198.005,40.56%,394.91ms,398.73ms,1.01ms,2022-01-07 01:48:33
Lagos,Mountain-View,12572.0km,129.145,51.01%,245.82ms,247.49ms,0.64ms,2022-01-07 02:39:36
Lagos,Mumbai,7622.0km,93.87,40.76%,187.41ms,188.10ms,0.50ms,2022-01-07 02:30:29
Lagos,Rangoon,11519.0km,138.285,40.61%,260.74ms,266.35ms,1.08ms,2022-01-07 02:02:09
Lagos,Hong-Kong,11839.0km,142.91,41.54%,285.50ms,286.29ms,0.30ms,2022-01-07 02:18:45
Lagos,Tokyo,13480.0km,153.945,43.91%,307.60ms,308.66ms,0.65ms,2022-01-07 02:45:41
Lagos,Osaka,13224.0km,166.85,39.71%,333.42ms,333.99ms,0.81ms,2022-01-07 02:32:55
Lagos,Warsaw,5333.0km,63.28,42.33%,125.31ms,148.10ms,4.12ms,2022-01-07 02:48:07
Lagos,Macau,11927.0km,153.35,41.54%,285.50ms,286.29ms,0.30ms,2022-01-07 02:18:45
Lagos,Hanoi,11025.0km,181.895,30.37%,363.14ms,373.24ms,1.90ms,2022-01-07 02:17:57
Lagos,Manila,12749.0km,142.495,44.89%,284.77ms,285.17ms,0.40ms,2022-01-07 02:27:52
Lagos,Tapei,12471.0km,209.065,29.83%,405.55ms,427.62ms,7.87ms,2022-01-07 02:44:04
Lagos,Dallas,10560.0km,103.23,51.26%,204.78ms,234.75ms,5.67ms,2022-01-07 02:11:40
Lagos,Houston,10486.0km,103.935,50.66%,204.73ms,227.92ms,6.02ms,2022-01-07 02:19:09
Lagos,Kuala-Lumpur,11059.0km,145.57500000000002,40.47%,266.31ms,296.16ms,6.55ms,2022-01-07 02:27:15
Lagos,Singapore,11138.0km,199.925,27.91%,399.59ms,400.12ms,0.84ms,2022-01-07 02:42:14
Lagos,Jakarta,11558.0km,141.825,40.84%,282.80ms,287.09ms,1.16ms,2022-01-07 02:20:59
Lagos,Sydney,15527.0km,182.385,42.66%,364.43ms,365.65ms,0.80ms,2022-01-07 02:43:40
Lagos,San-Jose,12548.0km,123.025,51.01%,245.82ms,247.49ms,0.64ms,2022-01-07 02:39:36
Lagos,Los-Angeles,12411.0km,116.635,53.27%,232.86ms,233.49ms,0.26ms,2022-01-07 02:26:02
Lagos,Seattle,11999.0km,128.63,46.69%,257.01ms,257.60ms,0.52ms,2022-01-07 02:41:00
Lagos,Chicago,9611.0km,97.83,49.29%,195.50ms,196.09ms,0.44ms,2022-01-07 02:09:15
Johannesburg,Washington-DC,13080.0km,118.22,55.42%,235.90ms,242.15ms,1.21ms,2022-01-07 02:48:17
Johannesburg,Miami,12948.0km,129.08,50.19%,257.96ms,258.56ms,0.30ms,2022-01-07 02:28:53
Johannesburg,Atlanta,13570.0km,121.785,55.84%,243.34ms,243.72ms,0.54ms,2022-01-07 02:00:56
Johannesburg,New-York-City,12814.0km,113.45,56.70%,226.79ms,227.01ms,0.59ms,2022-01-07 02:31:41
Johannesburg,Geneva,8352.0km,89.47,46.92%,177.33ms,218.30ms,7.31ms,2022-01-07 02:15:44
Johannesburg,Frankfurt,8701.0km,85.345,51.18%,170.59ms,170.84ms,0.36ms,2022-01-07 02:14:55
Johannesburg,Paris,8732.0km,83.075,52.60%,165.09ms,170.60ms,1.56ms,2022-01-07 02:33:55
Johannesburg,Madrid,8102.0km,93.19,43.56%,186.23ms,186.58ms,0.51ms,2022-01-07 02:26:50
Johannesburg,Dusseldorf,8861.0km,87.04,50.93%,173.90ms,174.99ms,0.42ms,2022-01-07 02:13:41
Johannesburg,Amsterdam,9022.0km,86.295,52.45%,172.40ms,172.95ms,0.15ms,2022-01-07 02:00:22
Johannesburg,Cairo,6266.0km,98.975,31.81%,197.13ms,202.75ms,1.35ms,2022-01-07 02:07:02
Johannesburg,Ar-Riyad,7398.0km,145.3249,23.53%,272.41ms,272.93ms,0.56ms,2022-01-07 02:13:17
Johannesburg,Chennai,7139.0km,149.74,23.88%,299.35ms,300.17ms,0.34ms,2022-01-07 02:08:49
Johannesburg,Colombo,7605.0km,161.705,22.86%,302.21ms,302.82ms,0.45ms,2022-01-07 02:01:59
Johannesburg,Bangkok,8999.0km,145.79,30.92%,291.12ms,293.63ms,0.78ms,2022-01-07 02:02:09
Johannesburg,Ho-Chi-Minh,9426.0km,160.11,29.46%,320.08ms,320.41ms,0.34ms,2022-01-07 02:18:33
Johannesburg,Brunei,11655.0km,186.2,26.88%,322.25ms,322.55ms,0.44ms,2022-01-07 02:42:14
Johannesburg,Lagos,4509.0km,45.365,50.10%,90.27ms,93.59ms,0.69ms,2022-01-07 02:23:36
Johannesburg,Cape-Town,1265.0km,11.155,57.50%,21.93ms,29.42ms,1.35ms,2022-01-07 02:07:36
Johannesburg,Seoul,12492.0km,210.855,29.67%,421.51ms,422.10ms,0.90ms,2022-01-07 02:41:24
Johannesburg,Dubai,6400.0km,136.335,23.53%,272.41ms,272.93ms,0.56ms,2022-01-07 02:13:17
Johannesburg,Beijing,11820.0km,140.85999999999999,44.21%,260.49ms,270.69ms,3.22ms,2022-01-07 01:49:23
Johannesburg,Shanghai,11785.0km,118.26,49.94%,235.90ms,240.81ms,1.09ms,2022-01-07 02:41:37
Johannesburg,London,9072.0km,80.35,56.70%,160.46ms,161.45ms,0.54ms,2022-01-07 02:25:50
Johannesburg,Wellington,11768.0km,207.385,28.43%,413.76ms,420.81ms,1.36ms,2022-01-07 01:48:33
Johannesburg,Mountain-View,16966.0km,148.975,59.45%,285.42ms,287.19ms,0.50ms,2022-01-07 02:39:36
Johannesburg,Mumbai,6985.0km,135.715,25.77%,271.30ms,271.67ms,0.66ms,2022-01-07 02:30:29
Johannesburg,Rangoon,9919.0km,153.39,30.92%,291.12ms,293.63ms,0.78ms,2022-01-07 02:02:09
Johannesburg,Hong-Kong,10721.0km,178.42,30.12%,356.46ms,358.07ms,0.70ms,2022-01-07 02:18:45
Johannesburg,Tokyo,13549.0km,181.295,37.43%,362.24ms,363.57ms,0.54ms,2022-01-07 02:45:41
Johannesburg,Osaka,13147.0km,194.1,33.88%,387.76ms,390.86ms,0.72ms,2022-01-07 02:32:55
Johannesburg,Warsaw,8750.0km,95.625,45.81%,190.97ms,191.48ms,0.57ms,2022-01-07 02:48:07
Johannesburg,Macau,10809.0km,188.85999999999999,30.12%,356.46ms,358.07ms,0.70ms,2022-01-07 02:18:45
Johannesburg,Hanoi,9888.0km,171.385,28.91%,342.21ms,352.18ms,1.92ms,2022-01-07 02:17:55
Johannesburg,Manila,11004.0km,211.825,26.01%,422.54ms,448.86ms,4.72ms,2022-01-07 02:27:52
Johannesburg,Tapei,11530.0km,156.16,36.96%,312.15ms,312.51ms,0.67ms,2022-01-07 02:44:02
Johannesburg,Dallas,14690.0km,131.05,56.07%,261.89ms,263.04ms,0.55ms,2022-01-07 02:11:40
Johannesburg,Houston,14503.0km,131.05,55.35%,261.70ms,265.18ms,0.87ms,2022-01-07 02:19:09
Johannesburg,Kuala-Lumpur,8715.0km,144.705,31.99%,264.80ms,304.21ms,8.18ms,2022-01-07 02:27:15
Johannesburg,Singapore,8655.0km,161.2,26.88%,322.25ms,322.55ms,0.44ms,2022-01-07 02:42:14
Johannesburg,Jakarta,8584.0km,136.1,31.56%,271.77ms,274.79ms,0.97ms,2022-01-07 02:20:57
Johannesburg,Sydney,11043.0km,203.37,27.20%,406.56ms,408.09ms,0.87ms,2022-01-07 02:43:38
Johannesburg,San-Jose,16942.0km,142.855,59.45%,285.42ms,287.19ms,0.50ms,2022-01-07 02:39:36
Johannesburg,Los-Angeles,16678.0km,152.545,54.68%,286.53ms,319.78ms,10.55ms,2022-01-07 02:26:02
Johannesburg,Seattle,16508.0km,140.62,58.75%,280.98ms,281.42ms,0.47ms,2022-01-07 02:41:00
Johannesburg,Chicago,13987.0km,119.955,58.52%,239.76ms,240.03ms,0.55ms,2022-01-07 02:09:15
Cape-Town,Washington-DC,12749.0km,111.305,57.43%,222.15ms,229.07ms,1.35ms,2022-01-07 02:48:19
Cape-Town,Miami,12322.0km,120.385,51.34%,240.35ms,244.67ms,0.90ms,2022-01-07 02:28:52
Cape-Town,Atlanta,13080.0km,115.53,56.62%,230.92ms,231.56ms,0.17ms,2022-01-07 02:00:56
Cape-Town,New-York-City,12545.0km,107.395,58.62%,214.53ms,217.98ms,0.60ms,2022-01-07 02:31:43
Cape-Town,Geneva,9003.0km,83.27,54.23%,165.76ms,177.38ms,2.21ms,2022-01-07 02:15:44
Cape-Town,Frankfurt,9402.0km,79.79,59.13%,159.39ms,160.60ms,0.57ms,2022-01-07 02:14:55
Cape-Town,Paris,9352.0km,75.775,61.93%,150.96ms,158.15ms,1.41ms,2022-01-07 02:33:55
Cape-Town,Madrid,8577.0km,82.235,52.30%,164.25ms,167.34ms,0.67ms,2022-01-07 02:26:52
Cape-Town,Dusseldorf,9545.0km,76.845,62.39%,153.30ms,155.41ms,0.51ms,2022-01-07 02:13:41
Cape-Town,Amsterdam,9688.0km,75.735,64.16%,151.21ms,154.35ms,0.72ms,2022-01-07 02:00:22
Cape-Town,Cairo,7248.0km,98.325,36.98%,195.83ms,200.08ms,1.13ms,2022-01-07 02:07:02
Cape-Town,Ar-Riyad,8624.0km,141.0499,28.89%,263.92ms,264.43ms,0.10ms,2022-01-07 02:13:17
Cape-Town,Chennai,8369.0km,157.59,26.57%,314.69ms,319.66ms,1.22ms,2022-01-07 02:08:51
Cape-Town,Colombo,8843.0km,167.635,25.93%,313.67ms,327.74ms,2.58ms,2022-01-07 02:01:59
Cape-Town,Bangkok,10147.0km,156.705,32.42%,312.99ms,315.43ms,0.72ms,2022-01-07 02:02:09
Cape-Town,Ho-Chi-Minh,10517.0km,173.72,30.31%,343.74ms,447.89ms,18.66ms,2022-01-07 02:18:32
Cape-Town,Brunei,12664.0km,195.145,28.42%,340.07ms,344.02ms,0.89ms,2022-01-07 02:42:14
Cape-Town,Lagos,4775.0km,54.11,44.21%,107.85ms,109.87ms,0.52ms,2022-01-07 02:23:36
Cape-Town,Johannesburg,1265.0km,11.005,57.50%,21.84ms,22.81ms,0.25ms,2022-01-07 02:21:35
Cape-Town,Seoul,13720.0km,202.78,33.88%,405.31ms,406.70ms,0.39ms,2022-01-07 02:41:24
Cape-Town,Dubai,7626.0km,132.06,28.89%,263.92ms,264.43ms,0.10ms,2022-01-07 02:13:17
Cape-Town,Beijing,13076.0km,183.37,37.02%,293.31ms,395.75ms,42.68ms,2022-01-07 01:49:21
Cape-Town,Shanghai,12984.0km,164.915,39.47%,329.28ms,332.87ms,0.62ms,2022-01-07 02:41:39
Cape-Town,London,9680.0km,71.665,67.69%,143.07ms,144.11ms,0.32ms,2022-01-07 02:25:50
Cape-Town,Wellington,11306.0km,204.13,27.71%,407.65ms,411.49ms,0.95ms,2022-01-07 01:48:32
Cape-Town,Mountain-View,16470.0km,144.68,59.37%,277.02ms,277.27ms,0.68ms,2022-01-07 02:39:39
Cape-Town,Mumbai,8248.0km,162.39,25.46%,324.58ms,326.90ms,0.77ms,2022-01-07 02:30:28
Cape-Town,Rangoon,11067.0km,164.305,32.42%,312.99ms,315.43ms,0.72ms,2022-01-07 02:02:09
Cape-Town,Hong-Kong,11877.0km,174.895,34.03%,349.46ms,352.63ms,0.57ms,2022-01-07 02:18:45
Cape-Town,Tokyo,14743.0km,179.035,41.18%,357.81ms,358.66ms,0.17ms,2022-01-07 02:45:40
Cape-Town,Osaka,14341.0km,192.32,37.35%,384.37ms,386.46ms,0.52ms,2022-01-07 02:32:57
Cape-Town,Warsaw,9591.0km,87.99,54.81%,175.56ms,177.38ms,0.68ms,2022-01-07 02:48:06
Cape-Town,Macau,11965.0km,185.335,34.03%,349.46ms,352.63ms,0.57ms,2022-01-07 02:18:45
Cape-Town,Hanoi,11067.0km,176.08,31.44%,350.57ms,383.09ms,5.87ms,2022-01-07 02:17:55
Cape-Town,Manila,12052.0km,193.705,31.14%,387.15ms,390.28ms,0.60ms,2022-01-07 02:27:51
Cape-Town,Tapei,12680.0km,216.935,29.28%,433.71ms,434.60ms,0.64ms,2022-01-07 02:44:04
Cape-Town,Dallas,14109.0km,122.075,57.82%,242.91ms,275.74ms,5.90ms,2022-01-07 02:11:39
Cape-Town,Houston,13858.0km,123.295,56.33%,246.29ms,248.96ms,0.69ms,2022-01-07 02:19:09
Cape-Town,Kuala-Lumpur,9758.0km,175.0,29.22%,326.73ms,362.88ms,6.47ms,2022-01-07 02:27:15
Cape-Town,Singapore,9664.0km,170.145,28.42%,340.07ms,344.02ms,0.89ms,2022-01-07 02:42:14
Cape-Town,Jakarta,9475.0km,145.775,32.56%,291.22ms,294.31ms,0.81ms,2022-01-07 02:20:59
Cape-Town,Sydney,11010.0km,194.305,28.38%,388.25ms,392.28ms,1.17ms,2022-01-07 02:43:40
Cape-Town,San-Jose,16446.0km,138.56,59.37%,277.02ms,277.27ms,0.68ms,2022-01-07 02:39:39
Cape-Town,Los-Angeles,16056.0km,138.855,57.96%,277.39ms,279.72ms,0.71ms,2022-01-07 02:26:02
Cape-Town,Seattle,16433.0km,138.135,59.54%,276.10ms,276.93ms,0.74ms,2022-01-07 02:41:00
Cape-Town,Chicago,13675.0km,115.375,59.46%,230.33ms,234.96ms,1.14ms,2022-01-07 02:09:15
Seoul,Washington-DC,11150.0km,100.655,55.47%,200.80ms,202.16ms,0.65ms,2022-01-07 02:48:18
Seoul,Miami,12425.0km,96.945,64.38%,193.78ms,194.11ms,0.55ms,2022-01-07 02:28:53
Seoul,Atlanta,11450.0km,125.01,45.80%,238.38ms,258.34ms,5.13ms,2022-01-07 02:00:56
Seoul,New-York-City,11062.0km,96.85,57.32%,193.55ms,194.41ms,0.55ms,2022-01-07 02:31:43
Seoul,Geneva,8996.0km,133.3,33.82%,265.58ms,291.99ms,4.74ms,2022-01-07 02:15:42
Seoul,Frankfurt,8551.0km,128.735,33.27%,256.40ms,258.32ms,0.89ms,2022-01-07 02:14:55
Seoul,Paris,8967.0km,136.055,32.97%,270.32ms,300.96ms,5.60ms,2022-01-07 02:33:55
Seoul,Madrid,9998.0km,143.035,34.96%,285.94ms,286.28ms,0.69ms,2022-01-07 02:26:52
Seoul,Dusseldorf,8559.0km,130.885,32.79%,261.41ms,262.25ms,0.19ms,2022-01-07 02:13:41
Seoul,Amsterdam,8573.0km,135.925,31.63%,271.69ms,272.20ms,0.67ms,2022-01-07 02:00:22
Seoul,Cairo,8488.0km,145.395,29.27%,289.72ms,292.56ms,0.89ms,2022-01-07 02:07:00
Seoul,Ar-Riyad,7792.0km,179.1099,19.98%,339.40ms,341.38ms,0.99ms,2022-01-07 02:13:18
Seoul,Chennai,5353.0km,183.695,14.59%,367.18ms,369.94ms,0.92ms,2022-01-07 02:08:51
Seoul,Colombo,6287.0km,71.46000000000001,46.17%,121.26ms,122.53ms,0.56ms,2022-01-07 02:01:57
Seoul,Bangkok,3724.0km,118.205,15.78%,235.94ms,238.63ms,0.69ms,2022-01-07 02:02:09
Seoul,Ho-Chi-Minh,3602.0km,35.075,51.46%,70.02ms,70.30ms,0.33ms,2022-01-07 02:18:33
Seoul,Brunei,7675.0km,62.375,63.18%,74.66ms,75.03ms,0.27ms,2022-01-07 02:42:14
Seoul,Lagos,12401.0km,218.86,28.38%,436.86ms,445.37ms,2.10ms,2022-01-07 02:23:36
Seoul,Johannesburg,12492.0km,208.55,29.96%,416.88ms,417.42ms,0.70ms,2022-01-07 02:21:36
Seoul,Cape-Town,13720.0km,201.13,34.13%,402.00ms,406.01ms,0.72ms,2022-01-07 02:07:36
Seoul,Dubai,6794.0km,170.12,19.98%,339.40ms,341.38ms,0.99ms,2022-01-07 02:13:18
Seoul,Beijing,1294.0km,35.355000000000004,21.15%,52.04ms,53.84ms,0.71ms,2022-01-07 01:49:19
Seoul,Shanghai,868.0km,24.125,18.08%,47.45ms,49.43ms,0.62ms,2022-01-07 02:41:38
Seoul,London,8858.0km,136.015,32.57%,271.86ms,272.36ms,0.55ms,2022-01-07 02:25:51
Seoul,Wellington,10024.0km,137.045,36.58%,273.42ms,275.70ms,0.72ms,2022-01-07 02:48:31
Seoul,Mountain-View,9117.0km,71.65,69.41%,130.91ms,131.95ms,0.21ms,2022-01-07 02:39:36
Seoul,Mumbai,5596.0km,76.33,36.82%,152.46ms,153.09ms,0.44ms,2022-01-07 02:30:31
Seoul,Rangoon,4644.0km,125.80499999999999,15.78%,235.94ms,238.63ms,0.69ms,2022-01-07 02:02:09
Seoul,Hong-Kong,2094.0km,97.79,10.74%,195.42ms,195.85ms,0.41ms,2022-01-07 02:18:45
Seoul,Tokyo,1159.0km,17.625,33.11%,35.10ms,36.13ms,0.23ms,2022-01-07 02:45:41
Seoul,Osaka,829.0km,17.985,23.69%,35.71ms,37.04ms,0.47ms,2022-01-07 02:32:55
Seoul,Warsaw,7742.0km,145.465,26.70%,290.75ms,291.10ms,0.74ms,2022-01-07 02:48:07
Seoul,Macau,2182.0km,108.23,10.74%,195.42ms,195.85ms,0.41ms,2022-01-07 02:18:45
Seoul,Hanoi,2744.0km,65.94,20.95%,130.90ms,133.03ms,0.67ms,2022-01-07 02:17:57
Seoul,Manila,2624.0km,90.13,14.58%,180.10ms,180.37ms,0.43ms,2022-01-07 02:27:52
Seoul,Tapei,1486.0km,41.785,17.90%,82.64ms,84.36ms,0.62ms,2022-01-07 02:44:03
Seoul,Dallas,10976.0km,85.74,64.19%,170.70ms,191.80ms,3.78ms,2022-01-07 02:11:40
Seoul,Houston,11332.0km,83.31,68.27%,166.42ms,167.58ms,0.38ms,2022-01-07 02:19:10
Seoul,Kuala-Lumpur,4789.0km,65.975,41.96%,108.50ms,133.97ms,5.28ms,2022-01-07 02:27:14
Seoul,Singapore,4675.0km,37.375,63.18%,74.66ms,75.03ms,0.27ms,2022-01-07 02:42:14
Seoul,Jakarta,5293.0km,117.215,22.62%,234.21ms,235.44ms,0.51ms,2022-01-07 02:20:58
Seoul,Sydney,8331.0km,144.53,28.83%,288.94ms,289.42ms,0.41ms,2022-01-07 02:43:38
